SMILES,logP,logD,logS,pKa_total,pKa_acid,pKa_base,Caco2_r,hPPB,rPPB,CYP1A2i_r,CYP2C9i_r,CYP2C19i_r,CYP3A4i_r,CYP2D6i_r,hCLint,MkCLint,dCLint,rCLint,mCLint,VDss,rCLtot,hCLtot
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)C3CCOCC3)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.75,,,,,,,,
Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,,,,,,,,,,,,,,5.66,,,,,,,,
CN(C)CCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,,,,,,,,,,,,,,4.98,,,,,,,,
CC(C)(Cc1c[nH]c2ccc(O)cc12)NCC(O)COc1ccccc1C#N,,,,,,,,,,,,,,7.1,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CC3CC3)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.66,,,,,,,,
CC(=O)NCc1ccccc1CC(=O)N(C)[C@H](CN1CCCC1)c1ccccc1,,,,,,,,,,,,,,7.46,,,,,,,,
CN(C(=O)C1CCc2cc(NS(C)(=O)=O)ccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.21,,,,,,,,
CN(C)CCn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1,,,,,,,,,,,,,,5,,,,,,,,
FC(F)(F)COC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,,,,,,,,,,,,,,6.52,,,,,,,,
CCOC[C@H]1[C@@H]2CNC[C@@]21C,,,,,,,,,,,,,,5.4,3.079181246,,,3.113943352,,,,
O=P(O)(O)OC1C=C(c2ccccc2F)Nc2cc3c(cc21)OCO3,,,,,,,,,,,,,,5.49,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,4.91,,,,,,,,
Cc1ccc(S(=O)(=O)NCc2ccc(CC(=O)N(C)[C@H](CN3CC[C@H](O)C3)c3ccccc3)cc2)cc1,,,,,,,,,,,,,,5.25,,,,,,,,
COc1ccc2c(c1)CCN(C(=O)CNCC1(O)CCCCC1)[C@H]2C(C)C,,,,,,,,,,,,,,5.7,,,,,,,,
COc1ccc2c(OCC(O)CNC(C)C)cccc2c1,,,,,,,,,,,,,,5.08,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCOCC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.29,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCOCC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.3,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NCC5CCOCC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.24,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NCC5CCOCC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.2,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)cc2)cc1,,,,,,,,,,,,,,4.81,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)cc2)cc1,,,,,,,,,,,,,,4.8,,,,,,,,
CCOC(=O)CCc1ccc(OCC(O)CNC(C)(C)Cc2c[nH]c3ccccc23)c(C#N)c1,,,,,,,,,,,,,,5.68,,,,,,,,
CC(C)Oc1ccc(S(=O)(=O)Cc2ccc3c(c2)CCNCC3)cn1,,,,,,,,,,,,,,5.8,,,,,,,,
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)cc2)cc1,,,,,,,,,,,,,,6.7,,,,,,,,
CC(=O)CN1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,,,,,,,,,,,,,,5.41,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(Cc3ccco3)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.77,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCCO[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,7,,,,,,,,
CN(C(=O)[C@H]1Cc2cccc(NS(C)(=O)=O)c2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.96,,,,,,,,
CC(=O)Nc1ccc2c(c1)CC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,,,,,,,,,,,,,6.11,,,,,,,,
CC1(C)COC(c2ccc(Cc3c[nH]cn3)cc2)=N1,,,,,,,,,,,,,,6.26,,,,,,,,
C[C@H](O)CNCC(=O)N1CCc2ccccc2C1C1CCCCC1,,,,,,,,,,,,,,5.8,,,,,,,,
C[C@@H](N[C@H]1CCC[C@H](c2ccc(C(=O)NCC(=O)O)cc2)C1)c1cccc2ccccc12,,,,,,,,,,,,,,4.89,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1-c1nccs1,,,,,,,,,,,,,,5.62,,,,,,,,
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(F)c1,,,,,,,,,,,,,,5.12,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1-c1cncnc1,,,,,,,,,,,,,,5.54,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1C(=O)N1CCCCC1,,,,,,,,,,,,,,5.19,,,,,,,,
CNC(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CCCC2)c2ccccc2)cc1,,,,,,,,,,,,,,5.91,,,,,,,,
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,,,,,,,,,,,,,,7.58,,,,,,,,
CN(C(=O)Cc1ccc(CNS(=O)(=O)Cc2ccccc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.24,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncccn1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,5.66,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ccc(F)cn1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,6.1,,,,,,,,
CC(C)(C)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,4.94,,,,,,,,
N#Cc1cccnc1NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,6.16,,,,,,,,
COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(OC(F)(F)F)cc3)CCN1CC2,,,,,,,,,,,,,,6.08,,,,,,,,
COc1ccc2c(CN(C)C)cc(=O)oc2c1,,,,,,,,,,,,,,4.13,,,,,,,,
CNCc1cc(=O)oc2cc(OC)ccc12,,,,,,,,,,,,,,5,,,,,,,,
Cc1cc(-c2ccc(NC(=O)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,,,,,,,,,,,,,,5.39,,,,,,,,
CN1CCN(c2cccc3c2C[C@H](CN2CCC[C@H]4CCc5cccnc5[C@H]42)NC3)CC1,,,,,,,,,,,,,,4.17,,,,,,,,
C[C@@H]1CN(c2ccc(C#N)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,,,,,,,,,,,,,,4.62,,,,,,,,
Cc1c(F)cccc1[C@H]1COC(N)=N1,,,,,,,,,,,,,,4.5,,,,,,,,
CN(C)CCCn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c2cc(OC(F)F)ccc21,,,,,,,,,,,,,,4.32,,,,,,,,
c1ccc(-c2ccccc2CN(C2CCOCC2)[C@H]2CCNC2)cc1,,,,,,,,,,,,,,7,,,,,,,,
CC(C)(C#N)c1ccc(CCC2(C3CCCC3)CC(O)=C(Cc3cn4ccccc4n3)C(=O)O2)cc1F,,,,,,,,,,,,,,6.16,,,,,,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.75,4.775974331,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.75,4.648360011,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.75,4.404833717,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.75,4.383815366,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.75,4.029383778,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.47,4.775974331,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.47,4.648360011,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.47,4.404833717,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.47,4.383815366,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,5.47,4.029383778,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.37,4.775974331,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.37,4.648360011,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.37,4.404833717,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.37,4.383815366,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.37,4.029383778,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.39,4.775974331,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.39,4.648360011,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.39,4.404833717,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.39,4.383815366,,,,4.920645001,,,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,,,,,,,,,,,,7.39,4.029383778,,,,4.920645001,,,
COc1ccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)cc1,,,,,,,,,,,,,,5.16,,,,,,,,
CC(=O)Nc1ccc(OCC(O)CNC(C)C)c2ccccc12,,,,,,,,,,,,,,4,,,,,,,,
CCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,4.92,,,,,,,,
CN1Cc2cc(NCCO)ccc2C(c2ccc3sccc3c2)C1,,,,,,,,,,,,,,6,,,,,,,,
CN1Cc2ccccc2C(c2ccc3sccc3c2)C1,,,,,,,,,,,,,,6.1,,,,,,,,
CNS(=O)(=O)c1ccc2c(c1)CC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,,,,,,,,,,,,,7.96,,,,,,,,
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C1CC1,,,,,,,,,,,,,,5.96,,,,,,,,
COc1cccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)c1,,,,,,,,,,,,,,4.58,,,,,,,,
COc1ncc(-c2cnc3[nH]cc(C(=O)c4c(F)ccc(NS(=O)(=O)c5c(F)cccc5F)c4F)c3c2)cn1,,,,,,,,,,,,,,5.3,,,,,,,,
O=C(NC1CCCCC1)c1nnc(CS(=O)(=O)c2ccccc2)o1,,,,,,,,,,,,,,4.7,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(CC(=O)N(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.55,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)C3CC3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,7.22,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2COCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.36,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.13,,,,,,,,
C1CCN2C[C@@H]3C[C@@H](CN4CCCCC34)C2C1,,,,,,,,,,,,,,4.18,,,,,,,,
COCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,4.85,,,,,,,,
c1ccc(COc2ccc3c(c2)CCN(CC2CC2)CC3)cc1,,,,,,,,,,,,,,5.82,,,,,,,,
CN1C[C@@H]2CCCC[C@]2(c2ccc3ccccc3c2)C1,,,,,,,,,,,,,,6.25,,,,,,,,
CN1C[C@H]2CCCC[C@@]2(c2ccc3ccccc3c2)C1,,,,,,,,,,,,,,4.87,,,,,,,,
CN1CC(Cn2nc(-c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c3cc(OC(F)F)ccc32)C1,,,,,,,,,,,,,,4.72,,,,,,,,
O=C(NC1CCCCC1)c1nc(CS(=O)(=O)c2ccccc2)no1,,,,,,,,,,,,,,4.7,4.698970004,,,,,,,
Cc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.46,,,,,,,,
Cc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.5,,,,,,,,
CCCCOc1cccc(C(F)(F)CNCC(=O)N(CC)CC)c1,,,,,,,,,,,,,,4.47,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1-c1ccccn1,,,,,,,,,,,,,,5.4,,,,,,,,
c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1,,,,,,,,,,,,,,7.52,,,,,,,,
CN(C(=O)[C@@H]1CCc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.8,,,,,,,,
CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,,,,,,,,,,,,,,5.48,1.278753601,,,,,,,
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCCC1)c1cccs1,,,,,,,,,,,,,,4.78,,,,,,,,
CN(C)C(=O)CNCCc1cccc(OCc2ccccc2)c1,,,,,,,,,,,,,,4.97,,,,,,,,
CCOc1ccccc1C[C@@H](c1ccccc1)N1CCNCC1,,,,,,,,,,,,,,5,,,,,,,,
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)nc1,,,,,,,,,,,,,,4.48,,,,,,,,
Nc1ncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)cn1,,,,,,,,,,,,,,4.92,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,,,,,,,,,,,,,,6.22,,,,,,,,
CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCCc3ccccc3)C2)C1,,,,,,,,,,,,,,5.7,,,,,,,,
CC(C)NC[C@@H](O)COc1ccc(-c2ccccc2)c2ccccc12,,,,,,,,,,,,,,4.68,,,,,,,,
CS(=O)(=O)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,,,,,,,,,,,,,,4.89,,,,,,,,
c1ccc(CCNCCC2c3ccccc3Sc3ccccc32)cc1,,,,,,,,,,,,,,6.58,,,,,,,,
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3nnc(S)n3C)cc2)cc1,,,,,,,,,,,,,,5.32,5.658011397,,,,5.093421685,,,
Cn1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,,,,,,,,,,,,,,4.58,,,,,,,,
CN(C)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,,,,,,,,,,,,,5.55,,,,,,,,
CCN(CC)C(=O)c1ccc([C@@H]2CC3(CCNCC3)Oc3ccccc32)cc1,,,,,,,,,,,,,,5.51,,,,,,,,
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)s1,,,,,,,,,,,,,,5.68,,,,,,,,
CN(C(=O)Cc1ccccc1CN)[C@H](CN1CCCC1)c1ccccc1,,,,,,,,,,,,,,7.75,,,,,,,,
C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,,,,,,,,,,,,,,4.7,,,,,,,,
Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,,,,,,,,,,,,,,5.21,,,,,,,,
CN(C(=O)Cc1ccc(CNS(=O)(=O)Cc2cccs2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.32,,,,,,,,
Cc1cccc(-c2nn3c(c2-c2ccc4[nH]cnc4c2)CCC3)n1,,,,,,,,,,,,,,4.57,,,,,,,,
CCn1nc(C)c(CNC(=O)c2ccc(OC)c(OC3CCN(C(C)C)CC3)c2)c1C,,,,,,,,,,,,,,5.17,,,,,,,,
CCCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,,,,,,,,,,,,,,5.75,,,,,,,,
Fc1ccc2c(c1CNc1ncc(-c3cccnc3)c3nncn13)CCO2,,,,,,,,,,,,,,7.72,,,,,,,,
c1cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc(OC2CCCCC2)c1,,,,,,,,,,,,,,5.7,,,,,,,,
CN1C[C@@H]2CCC[C@]2(c2ccc3ccccc3c2)C1,,,,,,,,,,,,,,5.58,,,,,,,,
CC(C)N(C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)C(C)C,,,,,,,,,,,,,,5.39,,,,,,,,
CC(C)Oc1ccc(Br)c(CC2CCN(CCc3cc4c(cc3Cl)OCCO4)CC2)c1,,,,,,,,,,,,,,5.82,,,,,,,,
C[C@@H](NC1CCC(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12,,,,,,,,,,,,,,4,,,,,,,,
c1cc(CN2CCCCC2)cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)c1,,,,,,,,,,,,,,5.52,,,,,,,,
c1nc(CC2CCN(CCCOc3ccc(CCN4CCCCC4)cc3)CC2)c[nH]1,,,,,,,,,,,,,,6,,,,,,,,
Cc1cnc2c(c1)CCC[C@@H]2N(C)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,,,,,,,,,,,,,,4,,,,,,,,
CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,4.92,,,,,,,,
COCC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,4.75,,,,,,,,
CCS(=O)(=O)c1ccc2c(c1)CN(C=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,7.05,,,,,,,,
CNS(=O)(=O)c1ccc2c(c1)CN(C=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,6.4,3.832508913,,,,,,,
CCS(=O)(=O)c1ccc2c(c1)CN(C(C)=O)[C@H]2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,6.57,,,,,,,,
O=CN1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,8.52,4.041392685,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1COc1ccnc(C(F)(F)F)n1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,5.77,,,,,,,,
CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)C=CNC2,,,,,,,,,,,,,,5.4,,,,,,,,
c1cnc2c(c1)CCC[C@@H]2N(CC1CC1)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,,,,,,,,,,,,,,5.07,,,,,,,,
CC(C)N1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,,,,,,,,,,,,,,5.09,,,,,,,,
NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,,,,,,,,,,,,,,5.02,,,,,,,,
CCc1ccccc1C1(Br)C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,4.08,,,,,,,,
CS(=O)(=O)c1ccc2c(c1)CN(C=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,5,4.079181246,,,,,,,
CCS(=O)(=O)c1ccc2c(c1)CN(C(=O)CCC#N)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,6.16,,,,,,,,
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1c(C#N)ccc2ccccc12,,,,,,,,,,,,,,7.3,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1C(=O)N1CCCCCC1,,,,,,,,,,,,,,5.52,,,,,,,,
c1nc(CC2CCN(CCCOc3ccc(N4CCCCC4)cc3)CC2)c[nH]1,,,,,,,,,,,,,,6,,,,,,,,
FC1(F)CCN(Cc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)CC1,,,,,,,,,,,,,,5.22,,,,,,,,
C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)nc1,,,,,,,,,,,,,,5.48,,,,,,,,
Cc1ccccc1OCC(O)CNC(C)(C)Cc1cc2ccccc2n1C,,,,,,,,,,,,,,7.05,,,,,,,,
CCCS(=O)(=O)Nc1ccc2c(c1)CC[C@@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,,,,,,,,,,,,,5.02,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CC(=O)N(C)C)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.13,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(CCO)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,4.64,,,,,,,,
CC(=O)CN1CC[C@@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,,,,,,,,,,,,,,4.55,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(Cc3ccco3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.11,,,,,,,,
NCc1noc(-c2nn(Cc3ccc(C(N)=O)cc3)c3ccccc23)n1,,,,,,,,,,,,,,5.89,,,,,,,,
Cc1cccc(Cn2nc(-c3nc(CNC(=O)OC(C)(C)C)no3)c3ccccc32)c1,,,,,,,,,,,,,,4.7,,,,,,,,
COc1ccc(S(=O)(=O)n2nc(-c3nc(CNC(=O)OC(C)(C)C)no3)c3ccccc32)cc1OC,,,,,,,,,,,,,,4.7,,,,,,,,
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OCCCOCCCCCCCCCCCCC#C[Si](C)(C)C,,,,,,,,,,,,,,4.66,,,,,,,,
O=C(/C=C/c1cccc(Br)c1)c1ccc[nH]1,,,,,,,,,,,,,,4.85,,,,,,,,
CN(C)Cc1ccc(-c2cccnc2)s1,,,,,,,,,,,,,,4.54,,,,,,,,
c1ccc2c(c1)CN[C@@H](CN(CC[C@H]1CCCNC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,,,6.96,,,,,,,,
N[C@H]1CC[C@@H](N(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,,,,,,,,,,,,,,7.09,,,,,,,,
CC(C)Oc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,,,,,,,,,,,,,,5.89,,,,,,,,
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(Nc2ccc(F)cc2)nc1,,,,,,,,,,,,,,6.52,,,,,,,,
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(Oc2ccc(F)cc2)nc1,,,,,,,,,,,,,,5.77,,,,,,,,
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)cc2)nc1,,,,,,,,,,,,,,6.22,,,,,,,,
CCCCCCOc1cccc(CCNCC(=O)N(C)C)c1,,,,,,,,,,,,,,6.05,,,,,,,,
NCCCCN(C[C@@H]1Cc2cccnc2CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,5.36,,,,,,,,
